pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec
K2-60 b,1,1,Transit,2016,3.00265,0.045,7.656,135.39558,0,,1400,5500,1.12,0.97,338.6062312,-13.7318044
K2-61 b,1,1,Transit,2016,2.57302,0.0392,2.48,,,1686,,6293,1.36,1.21,339.6748444,-13.5600447
K2-62 b,1,2,Transit,2016,6.67202,0.0636,2.14,,,66,,4880,0.73,0.77,334.3645089,-12.1874776
K2-62 c,1,2,Transit,2016,16.1966,0.1148,2.14,,,20.5,,4880,0.73,0.77,334.3645089,-12.1874776
K2-63 b,1,2,Transit,2016,20.257,0.1627,3.22,,,188,,6771,1.63,1.4,333.4267738,-12.0663429
K2-63 c,1,2,Transit,2016,25.4556,0.189,3.9,,,139,,6771,1.63,1.4,333.4267738,-12.0663429
K2-64 b,1,1,Transit,2016,6.53044,0.0619,2.07,,,98,,5312,0.73,0.74,332.4138478,-11.4286687
K2-65 b,1,1,Transit,2016,12.6475,0.1014,1.58,,,45,,5213,0.84,0.87,333.2125206,-10.9261373
K2-66 b,1,1,Transit,2016,5.06963,0.05983,2.49,21.3,0,840,1372,5887,1.67,1.11,331.5266563,-10.7115362
K2-68 b,1,1,Transit,2016,8.05428,0.0708,1.58,,,41,,4746,0.68,0.73,334.0195539,-10.5673649
K2-69 b,1,1,Transit,2016,7.06599,0.0591,2.32,,,17.9,,4127,0.49,0.55,335.7596816,-10.4886817
K2-7 b,1,1,Transit,2015,28.67992,0.1814,2.67,,,,651,5772,0.96,0.97,167.0937488,-1.065855
K2-70 b,1,1,Transit,2016,13.97896,0.1112,2.89,,,62,,5622,0.93,0.94,338.4759328,-10.0849917
K2-71 b,1,1,Transit,2016,6.98541,0.0559,2.15,,,13.4,,4006,0.43,0.48,341.7248656,-9.8816109
K2-72 b,1,4,Transit,2016,5.577212,0.04,1.08,,0.11,8.5,,3360.47,0.33,0.27,334.6227504,-9.6120084
K2-72 c,1,4,Transit,2016,15.189034,0.078,1.16,,0.11,2.2,,3360.47,0.33,0.27,334.6227504,-9.6120084
K2-72 d,1,4,Transit,2016,7.760178,0.05,1.01,,0.11,5.4,,3360.47,0.33,0.27,334.6227504,-9.6120084
K2-72 e,1,4,Transit,2016,24.158868,0.106,1.29,,0.11,1.2,,3360.47,0.33,0.27,334.6227504,-9.6120084
K2-73 b,1,1,Transit,2016,7.49543,0.07619,2.45,,,213,,5922,1.06,1.05,335.025662,-9.0560881
K2-74 b,1,1,Transit,2016,19.5666,0.1402,2.31,,,59.1,,6060,0.98,0.96,339.9192984,-8.7145697
K2-75 b,1,2,Transit,2016,7.8142,0.081,2.67,,,430,,5995,1.56,1.16,338.844896,-7.469895
K2-75 c,1,2,Transit,2016,18.311,0.1429,2.77,,,138,,5995,1.56,1.16,338.844896,-7.469895
K2-77 b,1,1,Transit,2016,8.199796,,2.3,603.877,0.14,58,,4970,0.76,0.8,55.228521,12.572448
K2-79 b,1,1,Transit,2016,10.99573,0.0987,3.69,,,186,,5926,1.28,1.06,55.2559307,13.5191871
K2-8 b,1,2,Transit,2015,10.35239,0.0856,3.58,,,37.7,631,4870,0.74,0.78,169.7935178,-0.2844389
K2-8 c,1,2,Transit,2016,5.06416,0.0532,2.41,,,97.8,801,4870,0.74,0.78,169.7935178,-0.2844389
K2-80 b,1,3,Transit,2016,19.0918,0.135,2.01,,,32.5,,5441,0.87,0.9,59.037486,13.5590288
K2-80 c,1,3,Transit,2016,5.605,0.0596,1.47,,,166,,5441,0.87,0.9,59.037486,13.5590288
K2-80 d,1,3,Transit,2018,28.867253,,2.552,,,,,5377,0.84,0.91,59.037486,13.5590288
K2-81 b,1,1,Transit,2016,6.102325,0.059,1.97,,0.06,62.9,,4674.13,0.63,0.75,57.4854562,14.5020556
K2-83 b,1,2,Transit,2016,2.74697,0.03014,1.244,,,41.5,,3910,0.42,0.48,59.9013782,15.5587994
K2-83 c,1,2,Transit,2016,9.99767,0.07131,1.483,,,7.42,,3910,0.42,0.48,59.9013782,15.5587994
K2-84 b,1,2,Transit,2016,6.4215,0.0665,2.41,,,178,,5652,0.93,0.95,55.8093566,16.6344396
K2-84 c,1,2,Transit,2016,27.86,0.1768,2.03,,,25.3,,5652,0.93,0.95,55.8093566,16.6344396
K2-85 b,1,1,Transit,2016,0.684533,0.01263,1.01,,,479,,4268,0.51,0.57,59.464829,18.4649505
K2-86 b,1,1,Transit,2016,8.77683,0.077,1.96,,,78,,5482,0.76,0.79,51.5531053,18.6355718
K2-87 b,1,1,Transit,2016,9.726618,0.094,7.6,,,,979,5747,1.4,1.16,66.2363638,18.8273617
K2-88 b,1,1,Transit,2016,4.6122,0.0345,1.23,,,7.8,,3537,0.26,0.26,54.7514566,19.1199667
K2-89 b,1,1,Transit,2016,1.096026,0.01462,0.615,,,78,,3691,0.32,0.35,57.0671234,20.4594885
K2-9 b,1,1,Transit,2015,18.4498,0.091,2.25,,,1.36,314,3390,0.31,0.3,176.263724,0.0054085
K2-90 b,1,2,Transit,2016,13.733314,0.096,2.6,,,,502,4484,0.62,0.63,59.1527391,22.4724517
K2-90 c,1,2,Transit,2016,2.900706,0.035,1.3,,0.19,80.8,,4421.98,0.63,0.7,59.1527391,22.4724517
K2-91 b,1,1,Transit,2016,1.419549,0.0164,1.1,,,46,,3622,0.28,0.29,63.2182348,24.2047218
K2-95 b,1,1,Transit,2016,10.134016,0.0696,3.88,,,,383,3548,0.42,0.44,129.3625717,18.9766197
K2-97 b,1,1,Transit,2016,8.406726,0.086,10.61,,,,1499,4717,4.47,1.2,127.762837,10.8475571
K2-98 b,1,1,Transit,2016,10.136448,0.0974,5.2,,,,1092,6172,1.57,1.2,126.4882114,11.5110933
K2-99 b,1,1,Transit,2016,18.251985,0.1597,11.73,,,,1113,6217,2.63,1.63,208.7737624,-5.4424943
KELT-1 b,1,1,Transit,2012,1.217514,0.02466,12.442,8654.15,0.0099,,,6518,1.46,1.32,0.3620995,39.3837953
KELT-10 b,1,1,Transit,2016,4.1662739,0.0525,15.681,215.80657,,600,1377,5948,1.21,1.11,284.5483823,-47.0033072
KELT-11 b,1,1,Transit,2017,4.7361,,15.132,54.34893,0.0007,,,5375,2.69,1.44,161.7069053,-9.3993646
KELT-12 b,1,1,Transit,2017,5.031623,0.06708,19.952,301.9385,0,1749,1800,6279,2.37,1.59,267.6404906,36.5701761
KELT-14 b,1,1,Transit,2016,1.7100566,0.03005,19.537,408.09372,0,,1970,5720,1.52,1.24,108.301409,-42.4097623
KELT-15 b,2,1,Transit,2016,3.32944,,19.504,416.3573,0,,,6003,1.78,2.06,117.4149764,-52.1204471
KELT-16 b,2,1,Transit,2017,0.9689951,0.02044,15.861,874.0325,0,,2453,6236,1.36,1.21,314.2685227,31.6610186
KELT-17 b,1,1,Transit,2016,3.0801716,0.04881,17.094,416.3573,,,2087,7454,1.65,1.64,125.617407,13.7353093
KELT-18 b,2,1,Transit,2017,2.8717518,0.0455,17.598,375.0394,0,3152,2085,6670,1.91,1.52,216.5238248,59.4442735
KELT-19 A b,2,1,Transit,2017,4.6117093,0.0637,21.409,1293.5681,,2340,1935,7500,1.83,1.62,111.5095293,7.6157759
KELT-2 A b,2,1,Transit,2012,4.11379,,15.132,540.311,0,,,6327,1.93,1.54,92.6640226,30.9571333
KELT-20 b,1,1,Transit,2017,3.4741085,0.0542,19.515,1074.90106,,4362.5,2262,8720,1.56,1.76,294.6614126,31.2192001
KELT-21 b,1,1,Transit,2018,3.6127647,0.05224,17.777,1242.7153,0,2950,2051,7598,1.64,1.46,304.8000322,32.5810446
KELT-23 A b,2,1,Transit,2019,2.255251,0.03302,14.83,298.12454,0,991.18,1561,5899,1,0.94,232.1466406,66.3587097
KELT-24 b,1,1,Transit,2019,5.5514926,0.06969,14.258,1646.3594,0.077,750.9,1459,6509,1.51,1.46,161.9090273,71.655727
KELT-3 b,2,1,Transit,2013,2.70339,,17.486,616.5902,0,,,6304,1.7,1.96,148.6431193,40.3879446
KELT-4 A b,3,1,Transit,2016,2.9895932,0.04317,19.044,286.68266,0,,1823,6206,1.6,1.2,157.06262,25.5731366
KELT-6 b,1,2,Transit,2014,7.8457,,14.572,165.2716,0.22,,,6102,1.73,1.42,195.9818362,30.640145
KELT-6 c,1,2,Radial Velocity,2015,1276,2.39,,1179.1493,0.21,,,6272,1.53,1.13,195.9818362,30.640145
KELT-7 b,1,1,Transit,2015,2.73477,,17.934,441.7837,0,,,6768,1.81,1.76,78.2955912,33.3179532
KELT-8 b,1,1,Transit,2015,3.24406,,18.159,209.7678,0.04,,,5754,1.46,0.81,283.3054489,24.1272483
KELT-9 b,2,1,Transit,2017,1.4811235,0.03462,21.196,915.3504,0,44900,4050,10170,2.36,2.52,307.8598998,39.9389161
KIC 10001893 b,1,3,Orbital Brightness Modulation,2014,0.2197,,,,,,,27500,,,287.3892308,46.9844491
KIC 10001893 c,1,3,Orbital Brightness Modulation,2014,0.32528,,,,,,,27500,,,287.3892308,46.9844491
KIC 10001893 d,1,3,Orbital Brightness Modulation,2014,0.81161,,,,,,,27500,,,287.3892308,46.9844491
KIC 10525077 b,1,1,Transit,2015,854.083,,5.5,,,,,6091,1.01,1.01,287.3781164,47.7711541
KIC 3558849 b,1,1,Transit,2015,1322.3,,6.9,,,,,6175,1.01,0.98,294.9498381,38.6051867
KIC 5095269 b,2,1,Eclipse Timing Variations,2017,237.68977,0.8,,2445.06619,0.0603,,,,,1.21,290.5519537,40.2350445
KIC 5437945 b,1,2,Transit,2015,440.7813,,6.4,,,,,6340,1.24,1.07,288.4749028,40.6512848
KIC 5951458 b,2,1,Transit,2015,1320.1,,6.6,,,,,6258,1.52,0.98,288.9916218,41.2230683
KIC 7917485 b,1,1,Pulsation Timing Variations,2016,840,,,3750.394,0.15,,,7067,,1.63,299.4346094,43.6326069
KIC 8540376 b,1,2,Transit,2015,31.8099,,4.1,,,,,6474,1.26,1.04,282.3775397,44.694569
KIC 8540376 c,1,2,Transit,2015,75.2,,2.4,,,,,6474,1.26,1.04,282.3775397,44.694569
KIC 9663113 b,1,2,Transit,2015,572.3847,,4.6,,,,,6065,1.03,0.98,297.0454037,46.3286653
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,,2.2,,5700,,,,,,0.48,268.43925,-29.0868889
KMT-2016-BLG-1107L b,1,1,Microlensing,2019,,0.342,,1043,,,,,,0.09,266.41775,-26.0318
KMT-2016-BLG-1397L b,1,1,Microlensing,2018,,5.1,,2200,,,,,,0.45,272.664612,-24.8577385
KMT-2016-BLG-1820L b,1,1,Microlensing,2018,,1.08,,1450,,,,,,0.04,268.76474,-29.5169201
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,,3.5,,700,,,,,,0.49,268.250333,-30.04075
KMT-2016-BLG-2142L b,1,1,Microlensing,2018,,0.83,,4923,,,,,,0.07,268.112,-29.3845615
KMT-2016-BLG-2364L b,1,1,Microlensing,2020,,2.63,,1250,,,,,,0.5,265.715667,-27.4355611
KMT-2016-BLG-2397L b,1,1,Microlensing,2020,,3.64,,836,,,,,,0.64,266.212542,-23.2013806
KMT-2017-BLG-0165L b,1,1,Microlensing,2018,,3.45,,34,,,,,,0.76,269.6496667,-28.1336694
KMT-2017-BLG-1038L b,1,1,Microlensing,2019,,1.8,,640,,,,,,0.37,266.170917,-25.1430306
KMT-2017-BLG-1146L b,1,1,Microlensing,2019,,1.6,,230,,,,,,0.33,269.105833,-33.1424694
KMT-2018-BLG-0029L b,1,1,Microlensing,2020,,4.27,,7.59,,,,,,1.14,264.469458,-27.9847
KMT-2018-BLG-0748L b,1,1,Microlensing,2020,,0.62,,60,,,,,,0.09,267.8745,-30.6463889
KMT-2018-BLG-1292L b,1,1,Microlensing,2020,,6.03,,1400,,,,,,1.09,263.427583,-33.5206694
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,,0.763,,111,,,,,,0.09,268.435375,-22.1525389
KMT-2019-BLG-0842L b,1,1,Microlensing,2020,,3.31,,10.28,,,,,,0.76,268.458458,-29.8774389
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,,2.15,,397,,,,,,0.48,265.743417,-25.5739167
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,,,,200,,,,,,0.31,269.11625,-28.2011111
KOI-12 b,1,2,Transit,2015,17.855182,0.154,13.787,349.613,0.34,,,,1.4,1.5,297.4537402,41.0110188
KOI-1257 b,2,1,Transit,2014,86.647661,0.382,10.54,460.83,0.772,,511,5520,1.13,0.99,291.2250888,44.9272918
KOI-13 b,3,1,Transit,2011,1.763588,0.03641,16.948,2949.4624,0.00064,,2550,7650,1.74,1.72,286.9713876,46.8682463
KOI-142 b,1,3,Transit,2013,10.91647,,3.438,9.5,0.05561,,,5466,0.9,0.99,291.1481028,40.669413
KOI-142 c,1,3,Transit,2013,22.26492,,,214.1,0.05724,,,5466,0.9,0.99,291.1481028,40.669413
KOI-1599.01,1,2,Transit,2019,20.4415,0.14728,1.9,4.6,0.014,,,,0.97,1.02,298.3738383,40.6184483
KOI-1599.02,1,2,Transit,2019,13.6088,0.112293,1.9,9,0.0114,,,,0.97,1.02,298.3738383,40.6184483
KOI-1783.01,1,2,Transit,2020,134.4628,,8.86,71,0,5.7,,5922,1.14,1.08,289.3414629,46.988155
KOI-1783.02,1,2,Transit,2020,284.215,,5.44,15,0,2.49,,5922,1.14,1.08,289.3414629,46.988155
KOI-217 b,1,1,Transit,2010,3.90512,0.0477,12.442,,0,,,5545,0.86,0.95,294.8654667,46.2858128
KOI-351 b,1,8,Transit,2013,7.008151,0.074,1.31,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-351 c,1,8,Transit,2013,8.719375,0.089,1.19,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-351 d,1,8,Transit,2013,59.73667,0.32,2.87,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-351 e,1,8,Transit,2013,91.93913,0.42,2.66,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-351 f,1,8,Transit,2013,124.9144,0.48,2.88,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-351 g,1,8,Transit,2013,210.60697,0.71,8.1,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-351 h,1,8,Transit,2013,331.60059,1.01,11.3,,,,,6080,1.2,1.2,284.4334642,49.3051239
KOI-3680 b,1,1,Transit,2018,141.241671,0.534,11.097,613.4119,0.496,,347,5830,0.96,1.01,293.2815266,45.3096572
KOI-55 b,1,2,Orbital Brightness Modulation,2011,0.240104,0.006,0.759,0.44,,,,27730,0.2,0.5,296.3561853,41.0927315
KOI-55 c,1,2,Orbital Brightness Modulation,2011,0.342887,0.0076,0.867,0.655,,,,27730,0.2,0.5,296.3561853,41.0927315
KOI-94 b,2,4,Transit,2013,3.743208,0.05119,1.71,10.5,0.25,,1486,6182,1.52,1.28,297.3330716,41.8911186
KOI-94 c,2,4,Transit,2013,10.423648,0.1013,4.32,15.6,0.43,,1012,6182,1.52,1.28,297.3330716,41.8911186
KOI-94 d,2,4,Transit,2013,22.342989,0.1684,11.27,106,0.022,,806,6182,1.52,1.28,297.3330716,41.8911186
KOI-94 e,2,4,Transit,2013,54.32031,0.3046,6.56,35,0.019,,584,6182,1.52,1.28,297.3330716,41.8911186
KPS-1 b,1,1,Transit,2018,1.706291,0.0269,11.545,346.4347,0,729,1459,5165,0.91,0.89,165.167198,64.9638452
Kapteyn c,1,1,Radial Velocity,2014,121.54,0.311,,7,0.23,,,3550,0.29,0.28,77.9586613,-45.0430198
Kepler-10 b,1,2,Transit,2011,0.837491,0.0172,1.481,4.60853,,,2130,5627,1.06,0.91,285.679298,50.2414842
Kepler-10 c,1,2,Transit,2011,45.2946,,,7.37,,,,5706,1.09,1.02,285.679298,50.2414842
Kepler-100 b,1,3,Transit,2014,6.88705,,1.32,7.34,,,,5825,1.49,1.08,291.3861294,41.9901394
Kepler-100 c,1,3,Transit,2014,12.8159,,2.2,7.05,,,,5825,1.49,1.08,291.3861294,41.9901394
Kepler-100 d,1,3,Transit,2014,35.3331,,1.61,3,,,,5825,1.49,1.08,291.3861294,41.9901394
Kepler-1000 b,1,1,Transit,2016,120.0181272,,4.76,,,,,6453,1.51,1.4,286.6854729,47.0981948
Kepler-1001 b,1,2,Transit,2016,14.30511983,,3.15,,,,,5491,0.88,0.9,286.2739151,48.6186972
Kepler-1001 c,1,2,Transit,2020,9.18186,,1.578,,,,,5376,0.84,0.93,286.2739151,48.6186972
Kepler-1002 b,1,1,Transit,2016,4.33642933,,1.71,,,,,6144,1.57,1.22,293.0794629,43.073677
Kepler-1003 b,1,1,Transit,2016,3.55485691,,1.78,,,,,6109,1.17,1.11,292.0204349,44.8762427
Kepler-1004 b,1,1,Transit,2016,5.28789787,,6.28,,,,,4972,3.39,1.11,297.3593427,49.7975464
Kepler-1005 b,1,1,Transit,2016,6.49801525,,1.5,,,,,5782,1.06,1,286.2858998,43.3205085
Kepler-1006 b,1,1,Transit,2016,19.76172042,,1.54,,,,,5328,0.74,0.78,295.7542063,42.5373065
Kepler-1007 b,1,1,Transit,2016,5.18500207,,1.44,,,,,4587,0.7,0.73,295.9065297,45.8090893
Kepler-1008 b,2,1,Transit,2016,12.43931193,,1.28,,,,,5066,0.78,0.81,296.5476395,44.9418307
Kepler-1009 b,1,1,Transit,2016,11.35011917,,2.17,,,,,4027,0.57,0.59,282.8598614,42.6658336
Kepler-101 b,1,2,Transit,2014,3.4876812,0.0474,5.77,51.1,0.086,,1513,5667,1.56,1.17,283.255507,48.3552474
Kepler-101 c,1,2,Transit,2014,6.02976,0.0684,1.25,3.78,0,,1413,5667,1.56,1.17,283.255507,48.3552474
Kepler-1010 b,1,1,Transit,2016,34.2685705,,2.32,,,,,5253,0.82,0.86,289.1926026,44.1493165
Kepler-1011 b,1,1,Transit,2016,5.75322197,,2.87,,,,,5416,0.88,0.91,297.4015491,46.8239976
Kepler-1012 b,1,1,Transit,2016,5.50860439,,1.29,,,,,5556,0.91,0.95,289.2962253,46.4579889
Kepler-1013 b,1,1,Transit,2016,18.93054959,,2.15,,,,,4954,0.76,0.81,290.2481023,44.4352935
Kepler-1014 b,1,1,Transit,2016,16.57110363,,2.39,,,,,5388,0.84,0.88,285.1219875,44.1105331
Kepler-1015 b,1,1,Transit,2016,16.00494214,,3.55,,,,,6769,1.81,1.49,292.7573088,43.4268439
Kepler-1016 b,1,2,Transit,2016,1.95452434,,2.18,,,,,5821,1,0.99,294.613689,45.9846265
Kepler-1016 c,1,2,Transit,2016,105.6551369,,3.68,,,,,5821,1,0.99,294.613689,45.9846265
Kepler-1017 b,1,1,Transit,2016,7.23400469,,1.99,,,,,5473,0.87,0.93,283.469299,40.1325185
Kepler-1018 b,1,1,Transit,2016,49.1013514,,2.58,,,,,5518,0.88,0.91,283.5967317,45.4078654
Kepler-1019 b,1,1,Transit,2016,1.41122985,,1.46,,,,,4433,0.67,0.7,283.7175909,47.2043818
Kepler-102 b,1,5,Transit,2014,5.28696,,0.47,4.3,,,,4903,0.74,0.8,281.4824731,47.2078263
Kepler-102 c,1,5,Transit,2014,7.07142,,0.58,3,,,,4903,0.74,0.8,281.4824731,47.2078263
Kepler-102 d,1,5,Transit,2014,10.3117,,1.18,3.8,,,,4903,0.74,0.8,281.4824731,47.2078263
Kepler-102 e,1,5,Transit,2013,16.1457,,2.22,8.93,,,,4903,0.74,0.8,281.4824731,47.2078263
Kepler-102 f,1,5,Transit,2014,27.4536,,0.88,5.2,,,,4903,0.74,0.8,281.4824731,47.2078263
Kepler-1020 b,1,1,Transit,2016,96.9151496,,2.28,,,,,5227,0.8,0.87,292.672471,46.3772776
Kepler-1021 b,1,1,Transit,2016,13.47469571,,2.33,,,,,5431,0.86,0.89,295.2048999,42.5596699
Kepler-1022 b,1,1,Transit,2016,10.99469878,,2.36,,,,,4445,0.68,0.71,289.3520595,46.9736345
Kepler-1023 b,1,1,Transit,2016,62.1387714,,2.63,,,,,5494,0.89,0.93,289.0297232,49.7697034
Kepler-1024 b,1,1,Transit,2016,66.4162133,,3.91,,,,,5143,0.78,0.81,291.9510277,38.2516419
Kepler-1025 b,1,1,Transit,2016,37.3229493,,1.98,,,,,6089,1.13,1.09,284.510214,43.9615628
Kepler-1026 b,1,1,Transit,2016,36.5156053,,2.21,,,,,4948,0.75,0.79,283.6053012,39.9979286
Kepler-1027 b,2,1,Transit,2016,1.9078052,,0.89,,,,,5436,0.82,0.91,287.5711746,42.8138159
Kepler-1028 b,1,1,Transit,2016,2.51462432,,1.33,,,,,5522,0.87,0.9,289.5931004,49.7812447
Kepler-1029 b,1,1,Transit,2016,4.41769648,,1.26,,,,,5030,0.77,0.82,292.1328738,41.5474786
Kepler-103 b,1,2,Transit,2014,15.9654,,3.37,9.7,,,,5845,1.44,1.09,288.9845512,40.0644857
Kepler-103 c,1,2,Transit,2014,179.612,,5.14,36.1,,,,5845,1.44,1.09,288.9845512,40.0644857
Kepler-1030 b,1,1,Transit,2016,19.32952416,,2.48,,,,,4983,0.76,0.8,293.6819098,45.8175241
Kepler-1031 b,1,1,Transit,2016,1.22621732,,0.87,,,,,6011,1.12,1.09,296.0898796,48.9554121
Kepler-1032 b,1,1,Transit,2016,3.29011795,,1.87,,,,,4647,0.71,0.77,289.9308779,40.0977109
Kepler-1033 b,1,1,Transit,2016,7.56052806,,2.51,,,,,5547,0.92,0.94,283.8450963,44.6090251
Kepler-1034 b,1,1,Transit,2016,12.12400943,,2.26,,,,,5198,0.8,0.83,286.1154093,37.9669464
Kepler-1035 b,1,1,Transit,2016,2.71407755,,1.17,,,,,5763,0.97,0.98,289.042243,42.8824991
Kepler-1036 b,1,1,Transit,2016,122.8808058,,3.01,,,,,5533,0.89,0.95,295.1817093,49.9458172
Kepler-1037 b,1,1,Transit,2016,1.06378867,,1.28,,,,,5105,0.78,0.82,296.3410342,47.1709335
Kepler-1038 b,1,1,Transit,2016,148.4603382,,3.53,,,,,5335,0.83,0.87,298.9721472,44.1323499
Kepler-1039 b,1,1,Transit,2016,0.93488424,,1.46,,,,,4870,0.74,0.79,298.3266169,45.3154212
Kepler-104 b,2,3,Transit,2014,11.427548,0.094,3.1,,,,,5711,1.35,,287.6046621,42.1665104
Kepler-104 c,2,3,Transit,2014,23.668205,0.153,3.13,,,,,5711,1.35,,287.6046621,42.1665104
Kepler-104 d,2,3,Transit,2014,51.755394,0.257,3.58,,,,,5711,1.35,,287.6046621,42.1665104
Kepler-1040 b,1,1,Transit,2016,201.1214,,2.08,,,,,5694,0.96,0.98,283.1137663,48.1312774
Kepler-1041 b,1,1,Transit,2016,24.7576421,,2.94,,,,,5957,1.08,1.06,293.8817361,49.6831419
Kepler-1042 b,1,1,Transit,2016,10.13202575,,2.19,,,,,4815,0.72,0.75,288.6689428,39.8239935
Kepler-1043 b,1,1,Transit,2016,38.5053398,,2.55,,,,,5629,0.9,0.92,281.6629579,47.5685927
Kepler-1044 b,1,1,Transit,2016,6.77408868,,2.67,,,,,5985,1.11,1.08,293.1444017,46.6662155
Kepler-1045 b,1,1,Transit,2016,26.41045478,,2.69,,,,,5301,0.82,0.86,284.1832668,45.0740897
Kepler-1046 b,1,1,Transit,2016,14.37508035,,1.71,,,,,5913,1.04,1.04,296.7558056,46.9982799
Kepler-1047 b,1,2,Transit,2016,56.1886887,,2.09,,,,,5754,1.13,1.08,288.6462564,50.7889645
Kepler-1047 c,1,2,Transit,2016,3.18897601,,0.99,,,,,5754,1.13,1.08,288.6462564,50.7889645
Kepler-1048 b,1,1,Transit,2016,6.92101021,,1.61,,,,,4651,0.7,0.75,281.8983042,42.1657112
Kepler-1049 b,1,1,Transit,2016,3.27346074,,0.95,,,,,3864,0.49,0.51,287.3469567,47.7729078
Kepler-105 b,1,2,Transit,2013,5.4122,0.066,4.81,,0.47,,1418,6397,1.58,1.28,287.8872376,46.2761224
Kepler-105 c,1,2,Transit,2014,7.1262,,1.31,4.6,,161,,5827,0.89,0.96,287.8872376,46.2761224
Kepler-1050 b,1,2,Transit,2016,15.3787546,,1.6,,,,,6010,1.13,1.09,282.9249847,48.6264015
Kepler-1050 c,1,2,Transit,2016,21.1284569,,1.48,,,,,6010,1.13,1.09,282.9249847,48.6264015
Kepler-1051 b,1,1,Transit,2016,25.96200249,,3.4,,,,,6675,1.73,1.43,295.1581062,40.8988186
Kepler-1052 b,1,1,Transit,2016,34.8538276,,2.93,,,,,5888,1.03,1.03,295.34273,46.6022134
Kepler-1053 b,1,1,Transit,2016,2.41435165,,0.98,,,,,4529,0.69,0.74,291.4186349,39.1273664
Kepler-1054 b,1,1,Transit,2016,4.30655689,,2.63,,,,,6209,1.34,1.22,290.6011085,44.5563604
Kepler-1055 b,1,1,Transit,2016,2.29503623,,1.23,,,,,5723,0.94,0.98,290.4867838,44.932541
Kepler-1056 b,1,1,Transit,2016,27.495606,,3.01,,,,,6127,1.2,1.12,299.5259832,46.8992561
Kepler-1057 b,1,1,Transit,2016,14.08827448,,3.36,,,,,5987,1.1,1.07,297.4521311,41.5580816
Kepler-1058 b,1,1,Transit,2016,110.96546,,2.72,,,,,4644,0.69,0.73,294.5956256,45.8750556
Kepler-1059 b,1,1,Transit,2016,3.76419105,,1.73,,,,,4906,0.72,0.75,289.2202147,41.7064385
Kepler-106 b,1,4,Transit,2014,6.16486,,0.82,5.3,,,,5858,1.04,1,300.864006,44.3375497
Kepler-106 c,1,4,Transit,2014,13.5708,,2.5,10.44,,,,5858,1.04,1,300.864006,44.3375497
Kepler-106 d,1,4,Transit,2014,23.9802,,0.95,8.1,,,,5858,1.04,1,300.864006,44.3375497
Kepler-106 e,1,4,Transit,2014,43.8445,,2.56,11.17,,,,5858,1.04,1,300.864006,44.3375497
Kepler-1060 b,1,1,Transit,2016,46.8779367,,2.38,,,,,5797,0.99,0.99,286.0252285,39.6309204
Kepler-1061 b,1,1,Transit,2016,2.75798267,,1.98,,,,,6067,1.07,1.09,296.2300306,50.2752091
Kepler-1062 b,1,1,Transit,2016,9.30412078,,1.76,,,,,4597,0.7,0.75,283.8994187,41.221594
Kepler-1063 b,2,1,Transit,2016,14.07971466,,1.49,,,,,5945,1.14,1.09,290.5267975,38.1428283
Kepler-1064 b,1,1,Transit,2016,16.54080322,,1.55,,,,,5153,0.79,0.85,291.7415821,37.6888103
Kepler-1065 b,1,2,Transit,2016,3.60930891,,3.73,,,,,5635,0.93,0.94,294.511319,38.7904648
Kepler-1065 c,1,2,Transit,2016,2.37030743,,1.6,,,,,5635,0.93,0.94,294.511319,38.7904648
Kepler-1066 b,1,1,Transit,2016,1.93155984,,2.36,,,,,5762,0.98,0.98,298.866621,46.5022325
Kepler-1067 b,1,1,Transit,2016,0.76212926,,0.8,,,,,5592,0.93,0.95,285.3873706,45.0490265
Kepler-1068 b,1,1,Transit,2016,16.92344113,,3.63,,,,,5806,1.01,1.01,294.6481708,46.3923173
Kepler-1069 b,1,1,Transit,2016,23.8990296,,1.6,,,,,5722,0.98,0.99,290.9792378,47.9889097
Kepler-107 b,1,4,Transit,2014,3.1800218,0.04544,1.536,3.51,0,,1593,5854,1.45,1.24,297.028162,48.2086019
Kepler-107 c,1,4,Transit,2014,4.901452,0.06064,1.597,9.39,0,,1379,5854,1.45,1.24,297.028162,48.2086019
Kepler-107 d,1,4,Transit,2014,7.95839,0.08377,0.86,3.8,0,,1173,5854,1.45,1.24,297.028162,48.2086019
Kepler-107 e,1,4,Transit,2014,14.749143,0.12639,2.903,8.6,0,,955,5854,1.45,1.24,297.028162,48.2086019
Kepler-1070 b,1,1,Transit,2016,6.2216147,,1.73,,,,,6261,1.32,1.21,293.1953923,49.316541
